No,;Time;Source;Destination;Protocol;Length;Info;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
144;13.003.688;104.118.106.235;192,168,43,84;TCP;66;[TCP Keep-Alive ACK] 443  >  56888 [ACK] Seq=1 Ack=2 Win=254 Len=0 SLE=1 SRE=2;;13,003688;13,168838;0,16515;;0,164999;0,000151;-0,164848
145;13.168.838;161,69,38,37;192,168,43,84;TCP;66;443  >  57201 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 WS=1024 SACK_PERM=1;;13,168838;13,168989;0,000151;;-0,001798;0,001949;0,003747
146;13.168.989;192,168,43,84;161,69,38,37;TCP;54;57201  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;13,168989;13,170938;0,001949;;-0,005063;0,007012;0,012075
147;13.170.938;192,168,43,84;161,69,38,37;TLSv1,2;246;Client Hello;;13,170938;13,17795;0,007012;;-0,055672;0,062684;0,118356
148;13.177.950;192,168,43,84;104,215,197,41;TCP;54;57184  >  443 [FIN, ACK] Seq=1 Ack=1 Win=508 Len=0;;13,17795;13,240634;0,062684;;0,062499;0,000185;-0,062314
149;13.240.634;104,215,197,41;192,168,43,84;TCP;54;443  >  57184 [FIN, ACK] Seq=1 Ack=2 Win=1024 Len=0;;13,240634;13,240819;0,000185;;-0,19019;0,190375;0,380565
150;13.240.819;192,168,43,84;104,215,197,41;TCP;54;57184  >  443 [ACK] Seq=2 Ack=2 Win=508 Len=0;;13,240819;13,431194;0,190375;;0,188828;0,001547;-0,187281
151;13.431.194;161,69,38,37;192,168,43,84;TCP;54;443  >  57201 [ACK] Seq=1 Ack=193 Win=64512 Len=0;;13,431194;13,432741;0,001547;;0,000971;0,000576;-0,000395
152;13.432.741;161,69,38,37;192,168,43,84;TLSv1,2;1434;Server Hello;;13,432741;13,433317;0,000576;;0,000576;0;-0,000576
153;13.433.317;161,69,38,37;192,168,43,84;TCP;1434;443  >  57201 [ACK] Seq=1381 Ack=193 Win=64512 Len=1380 [TCP segment of a reassembled PDU];;13,433317;13,433317;0;;0;0;0
154;13.433.317;161,69,38,37;192,168,43,84;TCP;1390;443  >  57201 [PSH, ACK] Seq=2761 Ack=193 Win=64512 Len=1336 [TCP segment of a reassembled PDU];;13,433317;13,433317;0;;-0,000221;0,000221;0,000442
155;13.433.317;161,69,38,37;192,168,43,84;TLSv1,2;874;Certificate, Server Key Exchange, Server Hello Done;;13,433317;13,433538;0,000221;;-0,006938;0,007159;0,014097
156;13.433.538;192,168,43,84;161,69,38,37;TCP;54;57201  >  443 [ACK] Seq=193 Ack=4917 Win=131072 Len=0;;13,433538;13,440697;0,007159;;-0,25057;0,257729;0,508299
157;13.440.697;192,168,43,84;161,69,38,37;TLSv1,2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;13,440697;13,698426;0,257729;;0,257659;7,00E-05;-0,257589
158;13.698.426;161,69,38,37;192,168,43,84;TCP;54;443  >  57201 [ACK] Seq=4917 Ack=319 Win=64512 Len=0;;13,698426;13,698496;7,00E-05;;-0,002957;0,003027;0,005984
159;13.698.496;161,69,38,37;192,168,43,84;TLSv1,2;328;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;13,698496;13,701523;0,003027;;0,002752;0,000275;-0,002477
160;13.701.523;192,168,43,84;161,69,38,37;TLSv1,2;424;Application Data;;13,701523;13,701798;0,000275;;0,000275;0;-0,000275
161;13.701.798;192,168,43,84;161,69,38,37;TCP;1434;57201  >  443 [ACK] Seq=689 Ack=5191 Win=130816 Len=1380 [TCP segment of a reassembled PDU];;13,701798;13,701798;0;;0;0;0
162;13.701.798;192,168,43,84;161,69,38,37;TCP;1434;57201  >  443 [ACK] Seq=2069 Ack=5191 Win=130816 Len=1380 [TCP segment of a reassembled PDU];;13,701798;13,701798;0;;-0,267256;0,267256;0,534512
163;13.701.798;192,168,43,84;161,69,38,37;TLSv1,2;519;Application Data;;13,701798;13,969054;0,267256;;0,267195;6,10E-05;-0,267134
164;13.969.054;161,69,38,37;192,168,43,84;TCP;54;443  >  57201 [ACK] Seq=5191 Ack=689 Win=64512 Len=0;;13,969054;13,969115;6,10E-05;;6,10E-05;0;-6,10E-05
165;13.969.115;161,69,38,37;192,168,43,84;TCP;54;443  >  57201 [ACK] Seq=5191 Ack=2069 Win=62464 Len=0;;13,969115;13,969115;0;;0;0;0
166;13.969.115;161,69,38,37;192,168,43,84;TCP;54;443  >  57201 [ACK] Seq=5191 Ack=3449 Win=61440 Len=0;;13,969115;13,969115;0;;-3,20E-05;3,20E-05;6,40E-05
167;13.969.115;161,69,38,37;192,168,43,84;TCP;54;443  >  57201 [ACK] Seq=5191 Ack=3914 Win=61440 Len=0;;13,969115;13,969147;3,20E-05;;3,20E-05;0;-3,20E-05
168;13.969.147;161,69,38,37;192,168,43,84;TLSv1,2;274;Application Data;;13,969147;13,969147;0;;-4,80E-05;4,80E-05;9,60E-05
169;13.969.147;161,69,38,37;192,168,43,84;TLSv1,2;217;Application Data;;13,969147;13,969195;4,80E-05;;-0,001823;0,001871;0,003694
170;13.969.195;192,168,43,84;161,69,38,37;TCP;54;57201  >  443 [ACK] Seq=3914 Ack=5574 Win=130304 Len=0;;13,969195;13,971066;0,001871;;-0,038705;0,040576;0,079281
171;13.971.066;161,69,38,37;192,168,43,84;TLSv1,2;136;Application Data;;13,971066;14,011642;0,040576;;-0,027441;0,068017;0,095458
173;14.011.642;192,168,43,84;161,69,38,37;TCP;54;57201  >  443 [ACK] Seq=3914 Ack=5656 Win=130304 Len=0;;14,011642;14,079659;0,068017;;-0,194351;0,262368;0,456719
176;14.079.659;192,168,43,84;161,69,38,82;TCP;66;57202  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;14,079659;14,342027;0,262368;;0,262048;0,00032;-0,261728
177;14.342.027;161,69,38,82;192,168,43,84;TCP;66;443  >  57202 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 WS=1024 SACK_PERM=1;;14,342027;14,342347;0,00032;;-0,000552;0,000872;0,001424
178;14.342.347;192,168,43,84;161,69,38,82;TCP;54;57202  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;14,342347;14,343219;0,000872;;-0,280398;0,28127;0,561668
179;14.343.219;192,168,43,84;161,69,38,82;TLSv1,2;256;Client Hello;;14,343219;14,624489;0,28127;;0,252824;0,028446;-0,224378
180;14.624.489;161,69,38,82;192,168,43,84;TCP;54;443  >  57202 [ACK] Seq=1 Ack=203 Win=64512 Len=0;;14,624489;14,652935;0,028446;;0,028241;0,000205;-0,028036
181;14.652.935;161,69,38,82;192,168,43,84;TLSv1,2;2814;Server Hello;;14,652935;14,65314;0,000205;;-0,006329;0,006534;0,012863
182;14.653.140;192,168,43,84;161,69,38,82;TCP;54;57202  >  443 [ACK] Seq=203 Ack=2761 Win=131072 Len=0;;14,65314;14,659674;0,006534;;0,006271;0,000263;-0,006008
183;14.659.674;161,69,38,82;192,168,43,84;TCP;1390;443  >  57202 [PSH, ACK] Seq=2761 Ack=203 Win=64512 Len=1336 [TCP segment of a reassembled PDU];;14,659674;14,659937;0,000263;;0,000226;3,70E-05;-0,000189
184;14.659.937;161,69,38,82;192,168,43,84;TLSv1,2;874;Certificate, Server Key Exchange, Server Hello Done;;14,659937;14,659974;3,70E-05;;-0,002011;0,002048;0,004059
185;14.659.974;192,168,43,84;161,69,38,82;TCP;54;57202  >  443 [ACK] Seq=203 Ack=4917 Win=131072 Len=0;;14,659974;14,662022;0,002048;;-0,269576;0,271624;0,5412
186;14.662.022;192,168,43,84;161,69,38,82;TLSv1,2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;14,662022;14,933646;0,271624;;0,271426;0,000198;-0,271228
187;14.933.646;161,69,38,82;192,168,43,84;TCP;54;443  >  57202 [ACK] Seq=4917 Ack=329 Win=64512 Len=0;;14,933646;14,933844;0,000198;;-0,028714;0,028912;0,057626
188;14.933.844;161,69,38,82;192,168,43,84;TLSv1,2;344;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;14,933844;14,962756;0,028912;;0,028708;0,000204;-0,028504
189;14.962.756;192,168,43,84;161,69,38,82;TLSv1,2;434;Application Data;;14,962756;14,96296;0,000204;;0,000204;0;-0,000204
190;14.962.960;192,168,43,84;161,69,38,82;TCP;1434;57202  >  443 [ACK] Seq=709 Ack=5207 Win=130560 Len=1380 [TCP segment of a reassembled PDU];;14,96296;14,96296;0;;0;0;0
191;14.962.960;192,168,43,84;161,69,38,82;TCP;1434;57202  >  443 [ACK] Seq=2089 Ack=5207 Win=130560 Len=1380 [TCP segment of a reassembled PDU];;14,96296;14,96296;0;;-0,182425;0,182425;0,36485
192;14.962.960;192,168,43,84;161,69,38,82;TLSv1,2;519;Application Data;;14,96296;15,145385;0,182425;;0,098436;0,083989;-0,014447
195;15.145.385;192,168,43,84;23,36,252,159;TCP;66;57203  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;15,145385;15,229374;0,083989;;0,083911;7,80E-05;-0,083833
196;15.229.374;23,36,252,159;192,168,43,84;TCP;66;443  >  57203 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1380 SACK_PERM=1 WS=128;;15,229374;15,229452;7,80E-05;;-0,000197;0,000275;0,000472
197;15.229.452;192,168,43,84;23,36,252,159;TCP;54;57203  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;15,229452;15,229727;0,000275;;-0,014893;0,015168;0,030061
198;15.229.727;192,168,43,84;23,36,252,159;TLSv1,2;248;Client Hello;;15,229727;15,244895;0,015168;;0,014974;0,000194;-0,01478
199;15.244.895;161,69,38,82;192,168,43,84;TCP;54;443  >  57202 [ACK] Seq=5207 Ack=709 Win=64512 Len=0;;15,244895;15,245089;0,000194;;0,000194;0;-0,000194
200;15.245.089;161,69,38,82;192,168,43,84;TCP;54;443  >  57202 [ACK] Seq=5207 Ack=2089 Win=62464 Len=0;;15,245089;15,245089;0;;-0,008736;0,008736;0,017472
201;15.245.089;161,69,38,82;192,168,43,84;TCP;54;443  >  57202 [ACK] Seq=5207 Ack=3469 Win=61440 Len=0;;15,245089;15,253825;0,008736;;0,003487;0,005249;0,001762
202;15.253.825;161,69,38,82;192,168,43,84;TCP;54;443  >  57202 [ACK] Seq=5207 Ack=3934 Win=61440 Len=0;;15,253825;15,259074;0,005249;;0,005146;0,000103;-0,005043
203;15.259.074;52.201.200.142;192,168,43,84;TLSv1,2;85;Encrypted Alert;;15,259074;15,259177;0,000103;;6,90E-05;3,40E-05;-3,50E-05
204;15.259.177;52.201.200.142;192,168,43,84;TCP;54;443  >  57189 [FIN, ACK] Seq=32 Ack=1 Win=137 Len=0;;15,259177;15,259211;3,40E-05;;-0,013799;0,013833;0,027632
205;15.259.211;192,168,43,84;52.201.200.142;TCP;54;57189  >  443 [ACK] Seq=1 Ack=33 Win=510 Len=0;;15,259211;15,273044;0,013833;;0,003791;0,010042;0,006251
206;15.273.044;161,69,38,82;192,168,43,84;TLSv1,2;290;Application Data;;15,273044;15,283086;0,010042;;0,009969;7,30E-05;-0,009896
207;15.283.086;161,69,38,82;192,168,43,84;TLSv1,2;99;Application Data;;15,283086;15,283159;7,30E-05;;-0,048789;0,048862;0,097651
208;15.283.159;192,168,43,84;161,69,38,82;TCP;54;57202  >  443 [ACK] Seq=3934 Ack=5488 Win=130304 Len=0;;15,283159;15,332021;0,048862;;0,047445;0,001417;-0,046028
209;15.332.021;23,36,252,159;192,168,43,84;TCP;54;443  >  57203 [ACK] Seq=1 Ack=195 Win=30336 Len=0;;15,332021;15,333438;0,001417;;-0,007579;0,008996;0,016575
210;15.333.438;23,36,252,159;192,168,43,84;TLSv1,2;1434;Server Hello;;15,333438;15,342434;0,008996;;0,008855;0,000141;-0,008714
211;15.342.434;23,36,252,159;192,168,43,84;TCP;1434;443  >  57203 [ACK] Seq=1381 Ack=195 Win=30336 Len=1380 [TCP segment of a reassembled PDU];;15,342434;15,342575;0,000141;;2,00E-06;0,000139;0,000137
212;15.342.575;192,168,43,84;23,36,252,159;TCP;54;57203  >  443 [ACK] Seq=195 Ack=2761 Win=131072 Len=0;;15,342575;15,342714;0,000139;;-0,001881;0,00202;0,003901
213;15.342.714;23,36,252,159;192,168,43,84;TLSv1,2;998;Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;15,342714;15,344734;0,00202;;-0,100244;0,102264;0,202508
214;15.344.734;192,168,43,84;23,36,252,159;TLSv1,2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;15,344734;15,446998;0,102264;;0,099763;0,002501;-0,097262
215;15.446.998;23,36,252,159;192,168,43,84;TLSv1,2;312;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;15,446998;15,449499;0,002501;;0,002315;0,000186;-0,002129
216;15.449.499;192,168,43,84;23,36,252,159;TLSv1,2;141;Application Data;;15,449499;15,449685;0,000186;;-0,006799;0,006985;0,013784
217;15.449.685;192,168,43,84;23,36,252,159;TLSv1,2;168;Application Data;;15,449685;15,45667;0,006985;;0,00674;0,000245;-0,006495
218;15.456.670;192,168,43,84;161,69,38,37;TCP;54;57201  >  443 [RST, ACK] Seq=3914 Ack=5656 Win=0 Len=0;;15,45667;15,456915;0,000245;;0,000225;2,00E-05;-0,000205
219;15.456.915;192,168,43,84;204,246,164,57;TCP;55;56936  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU];;15,456915;15,456935;2,00E-05;;-0,061871;0,061891;0,123762
220;15.456.935;192,168,43,84;161,69,38,82;TCP;54;57202  >  443 [RST, ACK] Seq=3934 Ack=5488 Win=0 Len=0;;15,456935;15,518826;0,061891;;0,026466;0,035425;0,008959
221;15.518.826;204,246,164,57;192,168,43,84;TCP;66;443  >  56936 [ACK] Seq=1 Ack=2 Win=144 Len=0 SLE=1 SRE=2;;15,518826;15,554251;0,035425;;0,025081;0,010344;-0,014737
222;15.554.251;23,36,252,159;192,168,43,84;TCP;54;443  >  57203 [ACK] Seq=3963 Ack=522 Win=30336 Len=0;;15,554251;15,564595;0,010344;;0,010194;0,00015;-0,010044
223;15.564.595;23,36,252,159;192,168,43,84;TLSv1,2;259;Application Data;;15,564595;15,564745;0,00015;;-0,067871;0,068021;0,135892
224;15.564.745;192,168,43,84;23,36,252,159;TLSv1,2;92;Application Data;;15,564745;15,632766;0,068021;;0,012395;0,055626;0,043231
227;15.632.766;192,168,43,84;161,69,38,37;TCP;66;57204  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;15,632766;15,688392;0,055626;;-0,151062;0,206688;0,35775
228;15.688.392;23,36,252,159;192,168,43,84;TCP;54;443  >  57203 [ACK] Seq=4168 Ack=560 Win=30336 Len=0;;15,688392;15,89508;0,206688;;0,206585;0,000103;-0,206482
229;15.895.080;161,69,38,37;192,168,43,84;TCP;66;80  >  57204 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 WS=1024 SACK_PERM=1;;15,89508;15,895183;0,000103;;9,20E-05;1,10E-05;-8,10E-05
230;15.895.183;192,168,43,84;161,69,38,37;TCP;54;57204  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;15,895183;15,895194;1,10E-05;;-0,26343;0,263441;0,526871
231;15.895.194;192,168,43,84;161,69,38,37;TCP;54;57204  >  80 [FIN, ACK] Seq=1 Ack=1 Win=131072 Len=0;;15,895194;16,158635;0,263441;;0,263296;0,000145;-0,263151
232;16.158.635;161,69,38,37;192,168,43,84;TCP;54;80  >  57204 [ACK] Seq=1 Ack=4294967294 Win=64512 Len=0;;16,158635;16,15878;0,000145;;0,000145;0;-0,000145
233;16.158.780;161,69,38,37;192,168,43,84;TCP;54;80  >  57204 [ACK] Seq=1 Ack=4294967295 Win=64512 Len=0;;16,15878;16,15878;0;;0;0;0
234;16.158.780;161,69,38,37;192,168,43,84;TCP;54;80  >  57204 [ACK] Seq=1 Ack=0 Win=64512 Len=0;;16,15878;16,15878;0;;0;0;0
235;16.158.780;161,69,38,37;192,168,43,84;TCP;54;80  >  57204 [ACK] Seq=1 Ack=1 Win=64512 Len=0;;16,15878;16,15878;0;;-9,90E-05;9,90E-05;0,000198
236;16.158.780;161,69,38,37;192,168,43,84;TCP;54;80  >  57204 [ACK] Seq=1 Ack=2 Win=64512 Len=0;;16,15878;16,158879;9,90E-05;;6,90E-05;3,00E-05;-3,90E-05
237;16.158.879;161,69,38,37;192,168,43,84;TCP;54;80  >  57204 [FIN, ACK] Seq=1 Ack=2 Win=64512 Len=0;;16,158879;16,158909;3,00E-05;;-0,326051;0,326081;0,652132
238;16.158.909;192,168,43,84;161,69,38,37;TCP;54;57204  >  80 [ACK] Seq=2 Ack=2 Win=131072 Len=0;;16,158909;16,48499;0,326081;;0,286942;0,039139;-0,247803
239;16.484.990;192,168,43,84;184,72,128,137;TCP;55;[TCP Keep-Alive] 56880  >  443 [ACK] Seq=1 Ack=1 Win=64666 Len=1;;16,48499;16,524129;0,039139;;-0,205379;0,244518;0,449897
240;16.524.129;192,168,43,84;161,69,38,37;TCP;66;57205  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;16,524129;16,768647;0,244518;;0,244445;7,30E-05;-0,244372
242;16.768.647;161,69,38,37;192,168,43,84;TCP;66;80  >  57205 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 WS=1024 SACK_PERM=1;;16,768647;16,76872;7,30E-05;;1,00E-05;6,30E-05;5,30E-05
243;16.768.720;192,168,43,84;161,69,38,37;TCP;54;57205  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;16,76872;16,768783;6,30E-05;;-0,00425;0,004313;0,008563
244;16.768.783;192,168,43,84;161,69,38,37;TCP;54;57205  >  80 [FIN, ACK] Seq=1 Ack=1 Win=131072 Len=0;;16,768783;16,773096;0,004313;;-0,027407;0,03172;0,059127
245;16.773.096;184,72,128,137;192,168,43,84;TCP;54;[TCP Keep-Alive ACK] 443  >  56880 [ACK] Seq=1 Ack=2 Win=35880 Len=0;;16,773096;16,804816;0,03172;;0,031718;2,00E-06;-0,031716
247;16.804.816;192,168,43,84;161,69,49,20;TCP;66;57206  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1;;16,804816;16,804818;2,00E-06;;-0,213833;0,213835;0,427668
248;16.804.818;192,168,43,84;161,69,49,20;TCP;66;57207  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1;;16,804818;17,018653;0,213835;;0,21371;0,000125;-0,213585
249;17.018.653;161,69,38,37;192,168,43,84;TCP;54;80  >  57205 [ACK] Seq=1 Ack=4294967294 Win=64512 Len=0;;17,018653;17,018778;0,000125;;0,000125;0;-0,000125
250;17.018.778;161,69,38,37;192,168,43,84;TCP;54;80  >  57205 [ACK] Seq=1 Ack=4294967295 Win=64512 Len=0;;17,018778;17,018778;0;;0;0;0
251;17.018.778;161,69,38,37;192,168,43,84;TCP;54;80  >  57205 [ACK] Seq=1 Ack=0 Win=64512 Len=0;;17,018778;17,018778;0;;0;0;0
252;17.018.778;161,69,38,37;192,168,43,84;TCP;54;80  >  57205 [ACK] Seq=1 Ack=1 Win=64512 Len=0;;17,018778;17,018778;0;;-8,10E-05;8,10E-05;0,000162
253;17.018.778;161,69,38,37;192,168,43,84;TCP;54;80  >  57205 [ACK] Seq=1 Ack=2 Win=64512 Len=0;;17,018778;17,018859;8,10E-05;;1,80E-05;6,30E-05;4,50E-05
254;17.018.859;161,69,38,37;192,168,43,84;TCP;54;80  >  57205 [FIN, ACK] Seq=1 Ack=2 Win=64512 Len=0;;17,018859;17,018922;6,30E-05;;-0,070679;0,070742;0,141421
255;17.018.922;192,168,43,84;161,69,38,37;TCP;54;57205  >  80 [ACK] Seq=2 Ack=2 Win=131072 Len=0;;17,018922;17,089664;0,070742;;0,07063;0,000112;-0,070518
256;17.089.664;161,69,49,20;192,168,43,84;TCP;66;443  >  57207 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 WS=1024 SACK_PERM=1;;17,089664;17,089776;0,000112;;-0,001518;0,00163;0,003148
257;17.089.776;192,168,43,84;161,69,49,20;TCP;54;57207  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0;;17,089776;17,091406;0,00163;;0,000691;0,000939;0,000248
258;17.091.406;192,168,43,84;161,69,49,20;TLSv1,2;228;Client Hello;;17,091406;17,092345;0,000939;;0,000807;0,000132;-0,000675
259;17.092.345;161,69,49,20;192,168,43,84;TCP;66;443  >  57206 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 WS=1024 SACK_PERM=1;;17,092345;17,092477;0,000132;;-0,000174;0,000306;0,00048
260;17.092.477;192,168,43,84;161,69,49,20;TCP;54;57206  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0;;17,092477;17,092783;0,000306;;-0,203517;0,203823;0,40734
261;17.092.783;192,168,43,84;161,69,49,20;TLSv1,2;228;Client Hello;;17,092783;17,296606;0,203823;;0,203821;2,00E-06;-0,203819
262;17.296.606;192,168,43,84;104.118.106.235;TCP;55;[TCP Keep-Alive] 56892  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1;;17,296606;17,296608;2,00E-06;;-0,071504;0,071506;0,14301
263;17.296.608;192,168,43,84;104.118.106.235;TCP;55;[TCP Keep-Alive] 56891  >  443 [ACK] Seq=1 Ack=1 Win=506 Len=1;;17,296608;17,368114;0,071506;;0,067966;0,00354;-0,064426
264;17.368.114;104.118.106.235;192,168,43,84;TCP;66;[TCP Keep-Alive ACK] 443  >  56892 [ACK] Seq=1 Ack=2 Win=254 Len=0 SLE=1 SRE=2;;17,368114;17,371654;0,00354;;-0,013391;0,016931;0,030322
265;17.371.654;104.118.106.235;192,168,43,84;TCP;66;[TCP Keep-Alive ACK] 443  >  56891 [ACK] Seq=1 Ack=2 Win=254 Len=0 SLE=1 SRE=2;;17,371654;17,388585;0,016931;;0,016753;0,000178;-0,016575
266;17.388.585;161,69,49,20;192,168,43,84;TCP;54;443  >  57207 [ACK] Seq=1 Ack=175 Win=64512 Len=0;;17,388585;17,388763;0,000178;;0,000119;5,90E-05;-6,00E-05
267;17.388.763;161,69,49,20;192,168,43,84;TLSv1,2;1434;Server Hello;;17,388763;17,388822;5,90E-05;;-0,000344;0,000403;0,000747
268;17.388.822;192,168,43,84;161,69,49,20;TCP;54;57207  >  443 [ACK] Seq=175 Ack=1381 Win=262144 Len=0;;17,388822;17,389225;0,000403;;0,000372;3,10E-05;-0,000341
269;17.389.225;161,69,49,20;192,168,43,84;TCP;1434;443  >  57207 [ACK] Seq=1381 Ack=175 Win=64512 Len=1380 [TCP segment of a reassembled PDU];;17,389225;17,389256;3,10E-05;;-0,000241;0,000272;0,000513
270;17.389.256;192,168,43,84;161,69,49,20;TCP;54;57207  >  443 [ACK] Seq=175 Ack=2761 Win=262144 Len=0;;17,389256;17,389528;0,000272;;0,000246;2,60E-05;-0,00022
271;17.389.528;161,69,49,20;192,168,43,84;TCP;1390;443  >  57207 [PSH, ACK] Seq=2761 Ack=175 Win=64512 Len=1336 [TCP segment of a reassembled PDU];;17,389528;17,389554;2,60E-05;;-0,001291;0,001317;0,002608
272;17.389.554;192,168,43,84;161,69,49,20;TCP;54;57207  >  443 [ACK] Seq=175 Ack=4097 Win=260608 Len=0;;17,389554;17,390871;0,001317;;0,001286;3,10E-05;-0,001255
273;17.390.871;161,69,49,20;192,168,43,84;TLSv1,2;859;Certificate, Server Key Exchange, Server Hello Done;;17,390871;17,390902;3,10E-05;;-0,00298;0,003011;0,005991
274;17.390.902;192,168,43,84;161,69,49,20;TCP;54;57207  >  443 [ACK] Seq=175 Ack=4902 Win=262144 Len=0;;17,390902;17,393913;0,003011;;0,000207;0,002804;0,002597
275;17.393.913;161,69,49,20;192,168,43,84;TCP;54;443  >  57206 [ACK] Seq=1 Ack=175 Win=64512 Len=0;;17,393913;17,396717;0,002804;;0,002746;5,80E-05;-0,002688
276;17.396.717;161,69,49,20;192,168,43,84;TLSv1,2;1434;Server Hello;;17,396717;17,396775;5,80E-05;;-0,000446;0,000504;0,00095
277;17.396.775;192,168,43,84;161,69,49,20;TCP;54;57206  >  443 [ACK] Seq=175 Ack=1381 Win=262144 Len=0;;17,396775;17,397279;0,000504;;0,000504;0;-0,000504
278;17.397.279;161,69,49,20;192,168,43,84;TCP;1434;443  >  57206 [ACK] Seq=1381 Ack=175 Win=64512 Len=1380 [TCP segment of a reassembled PDU];;17,397279;17,397279;0;;-4,40E-05;4,40E-05;8,80E-05
279;17.397.279;161,69,49,20;192,168,43,84;TCP;1390;443  >  57206 [PSH, ACK] Seq=2761 Ack=175 Win=64512 Len=1336 [TCP segment of a reassembled PDU];;17,397279;17,397323;4,40E-05;;-0,000211;0,000255;0,000466
280;17.397.323;192,168,43,84;161,69,49,20;TCP;54;57206  >  443 [ACK] Seq=175 Ack=4097 Win=262144 Len=0;;17,397323;17,397578;0,000255;;0,000228;2,70E-05;-0,000201
281;17.397.578;161,69,49,20;192,168,43,84;TLSv1,2;860;Certificate, Server Key Exchange, Server Hello Done;;17,397578;17,397605;2,70E-05;;-0,031974;0,032001;0,063975
282;17.397.605;192,168,43,84;161,69,49,20;TCP;54;57206  >  443 [ACK] Seq=175 Ack=4903 Win=261120 Len=0;;17,397605;17,429606;0,032001;;0,028114;0,003887;-0,024227
283;17.429.606;192,168,43,84;161,69,49,20;TLSv1,2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;17,429606;17,433493;0,003887;;-0,13912;0,143007;0,282127
284;17.433.493;192,168,43,84;161,69,49,20;TLSv1,2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;17,433493;17,5765;0,143007;;0,065487;0,07752;0,012033
285;17.576.500;192,168,43,84;104.118.106.235;TCP;55;[TCP Keep-Alive] 56889  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1;;17,5765;17,65402;0,07752;;0,00475;0,07277;0,06802
286;17.654.020;104.118.106.235;192,168,43,84;TCP;66;[TCP Keep-Alive ACK] 443  >  56889 [ACK] Seq=1 Ack=2 Win=262 Len=0 SLE=1 SRE=2;;17,65402;17,72679;0,07277;;0,072664;0,000106;-0,072558
287;17.726.790;161,69,49,20;192,168,43,84;TCP;54;443  >  57206 [ACK] Seq=4903 Ack=301 Win=64512 Len=0;;17,72679;17,726896;0,000106;;7,10E-05;3,50E-05;-3,60E-05
288;17.726.896;161,69,49,20;192,168,43,84;TLSv1,2;312;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;17,726896;17,726931;3,50E-05;;-0,001299;0,001334;0,002633
289;17.726.931;192,168,43,84;161,69,49,20;TCP;54;57206  >  443 [ACK] Seq=301 Ack=5161 Win=260864 Len=0;;17,726931;17,728265;0,001334;;0,000997;0,000337;-0,00066
